ТИК;УИК;Дегтярев Михаил Владимирович;Левичев Николай Владимирович;Мельников Иван Иванович;Митрохин Сергей Сергеевич;Навальный Алексей Анатольевич;Собянин Сергей Семенович;ТИК;УИК
район Марьино;1502;1,60;2,70;8,83;3,19;37,67;44,42;район Марьино;1502
район Марьино;1503;2,97;2,12;9,32;2,12;35,59;47,03;район Марьино;1503
район Марьино;1504;1,70;2,19;8,14;2,31;33,78;51,03;район Марьино;1504
район Марьино;1505;2,11;2,11;8,59;2,51;26,55;55,48;район Марьино;1505
район Марьино;1506;4,14;2,98;7,95;2,81;27,15;52,65;район Марьино;1506
район Марьино;1507;3,25;3,00;10,13;2,38;30,25;50,00;район Марьино;1507
район Марьино;1508;2,87;3,28;10,12;2,46;24,49;55,68;район Марьино;1508
район Марьино;1509;3,95;2,47;7,25;1,32;27,18;56,67;район Марьино;1509
район Марьино;1510;2,13;1,88;6,89;2,76;29,45;56,27;район Марьино;1510
район Марьино;1511;2,38;2,83;7,71;2,72;31,52;51,47;район Марьино;1511
район Марьино;1512;2,99;1,91;9,81;1,67;27,87;54,90;район Марьино;1512
район Марьино;1513;1,92;3,42;10,94;3,97;26,54;52,67;район Марьино;1513
район Марьино;1514;2,64;2,89;8,43;2,26;28,55;54,34;район Марьино;1514
район Марьино;1515;4,01;2,58;6,16;2,72;29,94;54,15;район Марьино;1515
район Марьино;1516;3,77;3,17;5,88;2,71;27,90;55,96;район Марьино;1516
район Марьино;1517;3,68;2,72;11,04;1,92;29,12;50,24;район Марьино;1517
район Марьино;1518;3,06;2,42;8,86;3,54;27,86;52,82;район Марьино;1518
район Марьино;1519;2,42;2,62;8,06;1,61;31,25;53,23;район Марьино;1519
район Марьино;1520;2,36;1,89;6,49;2,71;35,02;49,41;район Марьино;1520
район Марьино;1521;1,99;1,50;6,64;2,33;29,73;57,31;район Марьино;1521
район Марьино;1522;3,10;3,26;7,91;4,65;28,99;51,78;район Марьино;1522
район Марьино;1523;3,94;2,42;7,88;3,48;28,64;51,67;район Марьино;1523
район Марьино;1524;4,48;3,26;7,74;2,17;26,22;54,48;район Марьино;1524
район Марьино;1525;4,82;2,58;6,88;2,58;26,85;54,73;район Марьино;1525
район Марьино;1526;4,16;3,75;6,84;2,68;22,52;58,71;район Марьино;1526
район Марьино;1527;2,46;3,85;5,69;2,77;28,15;56,46;район Марьино;1527
район Марьино;1528;3,45;1,63;7,08;4,36;27,77;54,63;район Марьино;1528
район Некрасовка;1529;3,82;1,91;7,01;3,82;14,33;67,20;район Некрасовка;1529
район Некрасовка;1530;4,10;1,82;6,27;3,88;15,74;65,68;район Некрасовка;1530
район Некрасовка;1531;3,31;3,31;4,86;2,65;13,47;69,32;район Некрасовка;1531
район Некрасовка;1532;2,96;2,96;4,76;2,44;18,38;65,81;район Некрасовка;1532
район Некрасовка;1533;2,24;4,07;7,54;4,68;14,26;65,99;район Некрасовка;1533
район Некрасовка;1534;5,35;1,11;6,90;2,23;13,14;69,93;район Некрасовка;1534
район Некрасовка;1535;4,55;2,28;6,02;2,54;14,32;68,54;район Некрасовка;1535
район Некрасовка;3706;5,84;2,60;8,44;1,30;5,84;74,68;район Некрасовка;3706
Нижегородский район;1536;2,51;1,88;6,90;4,08;17,55;66,77;Нижегородский район;1536
Нижегородский район;1537;2,79;2,79;5,03;3,91;25,70;58,66;Нижегородский район;1537
Нижегородский район;1538;3,84;3,12;7,31;2,40;22,18;59,71;Нижегородский район;1538
Нижегородский район;1539;3,21;1,98;7,17;2,97;20,40;62,67;Нижегородский район;1539
Нижегородский район;1540;4,18;4,02;13,02;2,89;17,20;58,04;Нижегородский район;1540
Нижегородский район;1541;6,25;1,92;6,73;1,92;21,63;60,58;Нижегородский район;1541
Нижегородский район;1542;4,99;1,83;8,99;2,50;20,30;59,90;Нижегородский район;1542
Нижегородский район;1543;2,87;2,87;7,93;4,10;24,90;55,68;Нижегородский район;1543
Нижегородский район;1544;2,27;2,80;8,13;3,60;24,93;57,20;Нижегородский район;1544
Нижегородский район;1545;4,60;4,10;11,07;3,48;20,52;55,35;Нижегородский район;1545
Нижегородский район;1546;4,71;4,30;6,56;3,48;23,16;56,35;Нижегородский район;1546
Нижегородский район;1547;2,38;3,34;11,29;3,97;20,03;56,12;Нижегородский район;1547
Нижегородский район;1548;4,10;1,68;10,61;4,84;21,79;55,49;Нижегородский район;1548
район Печатники;1549;2,54;2,38;8,10;2,86;38,89;43,97;район Печатники;1549
район Печатники;1550;3,13;4,57;8,89;6,97;28,37;46,88;район Печатники;1550
район Печатники;1551;2,93;4,08;6,51;2,17;26,79;55,48;район Печатники;1551
район Печатники;1552;2,29;3,69;10,70;2,04;23,95;56,43;район Печатники;1552
район Печатники;1553;2,42;4,23;9,18;3,14;27,90;52,29;район Печатники;1553
район Печатники;1554;3,03;5,44;9,10;1,90;25,41;53,73;район Печатники;1554
район Печатники;1555;3,21;4,55;7,75;3,21;24,87;54,81;район Печатники;1555
район Печатники;1556;4,01;4,45;10,24;1,48;24,78;54,01;район Печатники;1556
район Печатники;1557;2,76;1,95;6,82;1,79;21,10;64,61;район Печатники;1557
район Печатники;1558;3,39;4,40;11,31;2,76;22,61;54,65;район Печатники;1558
район Печатники;1559;2,64;3,01;10,17;2,45;19,02;61,58;район Печатники;1559
район Печатники;1560;3,74;3,44;7,03;2,39;22,12;60,39;район Печатники;1560
район Печатники;1561;2,75;3,47;10,18;2,63;23,83;55,81;район Печатники;1561
район Печатники;1562;3,15;4,04;9,96;2,77;19,67;57,76;район Печатники;1562
район Печатники;1563;3,06;2,90;11,11;2,90;19,48;52,98;район Печатники;1563
район Печатники;1564;2,70;2,43;7,30;2,43;25,95;58,38;район Печатники;1564
район Печатники;1565;3,69;4,12;9,23;2,41;23,15;55,82;район Печатники;1565
район Печатники;1566;4,40;3,02;6,59;1,65;25,00;57,69;район Печатники;1566
район Печатники;1567;3,69;2,85;9,23;3,19;21,48;57,38;район Печатники;1567
район Печатники;1568;4,84;3,29;8,90;2,71;28,63;49,90;район Печатники;1568
район Печатники;1569;2,71;3,66;8,01;2,31;20,35;61,33;район Печатники;1569
район Печатники;1570;3,94;2,31;6,94;1,39;22,92;60,19;район Печатники;1570
район Печатники;1571;4,28;3,70;7,78;2,33;20,43;60,70;район Печатники;1571
район Печатники;1572;4,14;3,59;5,52;1,93;23,07;60,50;район Печатники;1572
район Печатники;1573;3,91;1,51;8,20;2,65;23,71;58,01;район Печатники;1573
район Печатники;3707;4,62;4,62;3,08;1,54;18,46;64,62;район Печатники;3707
район Печатники;3708;0,00;0,00;0,00;0,00;33,33;66,67;район Печатники;3708
район Печатники;3709;5,18;0,82;4,36;2,18;14,71;58,31;район Печатники;3709
Рязанский район;1574;3,17;2,15;9,89;2,41;22,18;59,06;Рязанский район;1574
Рязанский район;1575;3,59;2,87;10,89;2,75;19,74;58,61;Рязанский район;1575
Рязанский район;1576;3,09;2,61;7,82;2,44;22,80;59,61;Рязанский район;1576
Рязанский район;1577;2,86;2,86;12,40;3,34;23,85;53,26;Рязанский район;1577
Рязанский район;1578;2,56;2,05;9,04;4,10;23,21;57,68;Рязанский район;1578
Рязанский район;1579;2,29;3,12;12,89;5,20;26,20;49,27;Рязанский район;1579
Рязанский район;1580;2,61;1,90;12,56;2,61;19,43;59,95;Рязанский район;1580
Рязанский район;1581;3,15;3,94;8,46;2,36;24,02;56,89;Рязанский район;1581
Рязанский район;1582;3,28;5,46;8,08;3,93;21,18;56,33;Рязанский район;1582
Рязанский район;1583;3,38;3,18;10,14;2,58;21,87;56,06;Рязанский район;1583
Рязанский район;1584;3,25;2,53;7,05;4,16;22,60;59,67;Рязанский район;1584
Рязанский район;1585;2,52;2,65;11,54;5,04;25,33;51,46;Рязанский район;1585
Рязанский район;1586;3,35;3,61;9,15;5,03;24,23;53,48;Рязанский район;1586
Рязанский район;1587;3,42;3,87;9,34;5,92;19,59;56,49;Рязанский район;1587
Рязанский район;1588;3,49;3,49;8,43;4,36;23,26;55,52;Рязанский район;1588
Рязанский район;1589;2,44;3,76;12,41;4,51;23,12;52,82;Рязанский район;1589
Рязанский район;1590;3,16;2,41;11,43;2,86;27,67;51,28;Рязанский район;1590
Рязанский район;1591;3,75;3,31;10,81;3,60;22,33;55,48;Рязанский район;1591
Рязанский район;1592;3,16;4,97;9,49;3,61;18,07;59,64;Рязанский район;1592
Рязанский район;1593;2,24;3,74;11,85;3,49;21,70;55,74;Рязанский район;1593
Рязанский район;1594;2,47;3,63;9,87;3,19;24,53;54,72;Рязанский район;1594
Рязанский район;1595;1,68;2,10;8,54;3,08;23,81;59,38;Рязанский район;1595
Рязанский район;1596;2,32;2,98;8,94;3,64;21,85;59,27;Рязанский район;1596
Рязанский район;1597;3,29;2,68;13,03;4,87;20,95;53,47;Рязанский район;1597
Рязанский район;1598;3,87;2,62;9,45;3,30;22,10;57,06;Рязанский район;1598
Рязанский район;1599;3,07;1,84;5,52;1,84;42,33;44,79;Рязанский район;1599
Рязанский район;1600;3,44;2,05;4,20;1,83;42,41;45,53;Рязанский район;1600
Рязанский район;1601;1,90;2,38;6,19;1,59;35,71;51,27;Рязанский район;1601
Рязанский район;1602;1,40;1,87;5,61;2,80;40,65;47,35;Рязанский район;1602
Рязанский район;1603;1,97;1,61;8,23;3,40;29,52;54,74;Рязанский район;1603
район Текстильщики;1604;2,10;3,24;8,78;1,91;20,04;63,36;район Текстильщики;1604
район Текстильщики;1605;2,58;1,77;9,10;3,94;25,95;55,30;район Текстильщики;1605
район Текстильщики;1606;3,41;4,40;10,23;3,13;25,00;52,70;район Текстильщики;1606
район Текстильщики;1607;2,10;2,38;8,68;1,68;21,99;61,06;район Текстильщики;1607
район Текстильщики;1608;1,99;2,65;11,54;2,52;25,60;53,45;район Текстильщики;1608
район Текстильщики;1609;2,58;2,70;9,27;3,52;23,47;56,57;район Текстильщики;1609
район Текстильщики;1610;5,03;3,81;10,34;4,49;25,03;49,80;район Текстильщики;1610
район Текстильщики;1611;3,27;2,49;11,98;2,18;19,13;59,56;район Текстильщики;1611
район Текстильщики;1612;3,07;2,40;9,73;3,33;25,60;54,53;район Текстильщики;1612
район Текстильщики;1613;1,44;3,37;13,30;4,49;23,40;46,15;район Текстильщики;1613
район Текстильщики;1614;4,37;2,99;14,36;2,87;22,22;51,81;район Текстильщики;1614
район Текстильщики;1615;2,10;3,26;10,24;3,49;23,98;55,65;район Текстильщики;1615
район Текстильщики;1616;3,52;3,71;14,45;2,34;21,68;52,15;район Текстильщики;1616
район Текстильщики;1617;2,97;2,79;13,57;2,04;17,66;59,85;район Текстильщики;1617
район Текстильщики;1618;3,07;3,07;11,03;2,93;25,56;52,09;район Текстильщики;1618
район Текстильщики;1619;2,61;3,72;11,92;4,66;18,62;57,17;район Текстильщики;1619
район Текстильщики;1620;2,06;3,94;11,26;1,88;23,08;56,47;район Текстильщики;1620
район Текстильщики;1621;2,51;5,41;10,42;2,12;22,01;55,98;район Текстильщики;1621
район Текстильщики;1622;3,15;2,74;11,23;3,29;20,68;56,99;район Текстильщики;1622
район Текстильщики;1623;2,29;2,29;9,16;3,44;21,18;60,88;район Текстильщики;1623
